Suite,Rows,State,Planner,work_mem,Query,Variant,n,Execution median ms,95% CI ms,p95 ms,CV,Speedup vs seq,Access,Planning median ms,Plan+execution median ms
documents,200000,clean,default,64MB,ts_group,roaring_bitmap,10,0.195,0.189–0.204,0.219,7.4%,134.56,"Bitmap Heap Scan, Bitmap Index Scan",0.051,0.249
documents,200000,clean,default,64MB,ts_group,seq,10,26.172,23.493–28.359,29.010,9.5%,1.00,Seq Scan,0.047,26.227
documents,200000,clean,default,64MB,ts_not,gin,10,36.383,34.959–39.300,42.838,9.1%,0.96,Seq Scan (fallback),0.045,36.428
documents,200000,clean,default,64MB,ts_not,gist,10,35.203,33.803–35.952,37.523,4.3%,0.99,Seq Scan (fallback),0.045,35.246
documents,200000,clean,default,64MB,ts_not,roaring,10,34.946,33.775–36.628,40.404,8.0%,1.00,Seq Scan (fallback),0.046,34.989
documents,200000,clean,default,64MB,ts_not,roaring_bitmap,10,35.410,34.476–37.947,40.646,7.0%,0.99,Seq Scan (fallback),0.042,35.452
documents,200000,clean,default,64MB,ts_not,seq,10,35.008,33.616–36.429,37.715,4.9%,1.00,Seq Scan,0.038,35.052
documents,200000,clean,default,64MB,ts_or,gin,10,6.753,6.613–6.805,6.875,1.7%,5.43,"Bitmap Heap Scan, Bitmap Index Scan",0.046,6.798
documents,200000,clean,default,64MB,ts_or,gist,10,22.367,22.094–23.218,24.167,3.7%,1.64,"Bitmap Heap Scan, Bitmap Index Scan",0.046,22.416
documents,200000,clean,default,64MB,ts_or,roaring,10,0.223,0.221–0.227,0.241,4.0%,164.56,RoaringCount,0.066,0.290
documents,200000,clean,default,64MB,ts_or,roaring_bitmap,10,5.199,5.069–5.459,5.515,4.0%,7.06,"Bitmap Heap Scan, Bitmap Index Scan",0.044,5.242
documents,200000,clean,default,64MB,ts_or,seq,10,36.697,35.341–42.406,42.634,8.4%,1.00,Seq Scan,0.038,36.737
documents,200000,clean,default,64MB,ts_phrase,gin,10,6.765,6.589–7.499,8.269,9.5%,4.60,"Bitmap Heap Scan, Bitmap Index Scan",0.045,6.809
documents,200000,clean,default,64MB,ts_phrase,gist,10,16.723,16.649–17.562,20.703,11.3%,1.86,"Bitmap Heap Scan, Bitmap Index Scan",0.050,16.776
documents,200000,clean,default,64MB,ts_phrase,roaring,10,68.028,64.792–74.723,75.906,6.8%,0.46,"Bitmap Heap Scan, Bitmap Index Scan",0.046,68.073
documents,200000,clean,default,64MB,ts_phrase,roaring_bitmap,10,68.684,66.198–70.495,72.653,4.2%,0.45,"Bitmap Heap Scan, Bitmap Index Scan",0.044,68.726
documents,200000,clean,default,64MB,ts_phrase,seq,10,31.119,30.060–32.229,33.360,4.5%,1.00,Seq Scan,0.038,31.160
documents,200000,clean,default,64MB,ts_prefix,gin,10,1.572,1.539–1.625,1.746,5.4%,15.02,"Bitmap Heap Scan, Bitmap Index Scan",0.048,1.620
documents,200000,clean,default,64MB,ts_prefix,gist,10,42.712,42.111–43.454,43.622,2.5%,0.55,"Bitmap Heap Scan, Bitmap Index Scan",0.049,42.757
documents,200000,clean,default,64MB,ts_prefix,roaring,10,59.537,58.031–62.099,66.860,5.8%,0.40,"Bitmap Heap Scan, Bitmap Index Scan",0.048,59.582
documents,200000,clean,default,64MB,ts_prefix,roaring_bitmap,10,60.775,58.723–63.207,64.815,4.7%,0.39,"Bitmap Heap Scan, Bitmap Index Scan",0.046,60.819
documents,200000,clean,default,64MB,ts_prefix,seq,10,23.608,23.317–24.433,27.210,7.6%,1.00,Seq Scan,0.040,23.651
documents,200000,clean,default,64MB,ts_rare,gin,10,0.035,0.035–0.036,0.037,3.0%,604.33,"Bitmap Heap Scan, Bitmap Index Scan",0.046,0.081
documents,200000,clean,default,64MB,ts_rare,gist,10,1.755,1.662–1.789,1.814,3.8%,12.05,"Bitmap Heap Scan, Bitmap Index Scan",0.045,1.804
documents,200000,clean,default,64MB,ts_rare,roaring,10,0.011,0.010–0.014,0.032,70.5%,1839.26,RoaringCount,0.062,0.075
documents,200000,clean,default,64MB,ts_rare,roaring_bitmap,10,0.036,0.035–0.039,0.044,12.0%,587.54,"Bitmap Heap Scan, Bitmap Index Scan",0.044,0.080
documents,200000,clean,default,64MB,ts_rare,seq,10,21.151,20.941–21.898,22.910,3.9%,1.00,Seq Scan,0.037,21.195
documents,200000,clean,default,64MB,ts_tree,gin,10,3.415,3.355–3.495,3.519,2.2%,9.02,"Bitmap Heap Scan, Bitmap Index Scan",0.046,3.461
documents,200000,clean,default,64MB,ts_tree,gist,10,13.128,12.867–13.473,14.406,5.2%,2.35,"Bitmap Heap Scan, Bitmap Index Scan",0.044,13.173
documents,200000,clean,default,64MB,ts_tree,roaring,10,0.439,0.425–0.462,0.464,4.1%,70.25,RoaringCount,0.073,0.519
documents,200000,clean,default,64MB,ts_tree,roaring_bitmap,10,0.698,0.672–0.718,0.729,3.4%,44.17,"Bitmap Heap Scan, Bitmap Index Scan",0.044,0.742
documents,200000,clean,default,64MB,ts_tree,seq,10,30.806,29.806–32.009,34.185,5.5%,1.00,Seq Scan,0.038,30.843
documents,200000,clean,default,64MB,ts_weight,gin,10,4.889,4.662–4.968,5.167,4.1%,4.52,"Bitmap Heap Scan, Bitmap Index Scan",0.046,4.944
documents,200000,clean,default,64MB,ts_weight,gist,10,13.006,12.606–13.246,13.529,3.4%,1.70,"Bitmap Heap Scan, Bitmap Index Scan",0.046,13.062
documents,200000,clean,default,64MB,ts_weight,roaring,10,58.755,56.843–64.389,69.852,8.6%,0.38,"Bitmap Heap Scan, Bitmap Index Scan",0.044,58.796
documents,200000,clean,default,64MB,ts_weight,roaring_bitmap,10,61.133,57.129–62.050,64.107,4.9%,0.36,"Bitmap Heap Scan, Bitmap Index Scan",0.044,61.178
documents,200000,clean,default,64MB,ts_weight,seq,10,22.095,21.698–22.956,23.888,4.4%,1.00,Seq Scan,0.037,22.132
documents,200000,clean,prefer_index,64MB,array_and,gin,10,0.859,0.850–0.873,0.908,3.1%,37.00,"Bitmap Heap Scan, Bitmap Index Scan",0.054,0.917
documents,200000,clean,prefer_index,64MB,array_and,gist,10,31.057,30.548–32.510,35.102,6.1%,1.02,Seq Scan (fallback),0.050,31.108
documents,200000,clean,prefer_index,64MB,array_and,roaring,10,0.103,0.101–0.106,0.112,4.9%,306.87,RoaringCount,0.074,0.179
documents,200000,clean,prefer_index,64MB,array_and,roaring_bitmap,10,0.189,0.171–0.200,0.207,8.0%,168.05,"Bitmap Heap Scan, Bitmap Index Scan",0.051,0.244
documents,200000,clean,prefer_index,64MB,array_and,seq,10,31.761,30.692–33.366,34.574,5.1%,1.00,Seq Scan,0.046,31.813
documents,200000,clean,prefer_index,64MB,array_common,gin,10,3.833,3.755–3.961,3.996,2.8%,8.17,"Bitmap Heap Scan, Bitmap Index Scan",0.054,3.910
documents,200000,clean,prefer_index,64MB,array_common,gist,10,31.394,30.902–32.054,33.542,3.5%,1.00,Seq Scan (fallback),0.050,31.442
documents,200000,clean,prefer_index,64MB,array_common,roaring,10,0.023,0.022–0.026,0.042,37.3%,1362.52,RoaringCount,0.073,0.097
documents,200000,clean,prefer_index,64MB,array_common,roaring_bitmap,10,3.266,3.222–3.372,3.543,4.3%,9.59,"Bitmap Heap Scan, Bitmap Index Scan",0.051,3.320
documents,200000,clean,prefer_index,64MB,array_common,seq,10,31.338,30.800–32.514,34.109,4.5%,1.00,Seq Scan,0.048,31.401
documents,200000,clean,prefer_index,64MB,array_contained,gin,10,10.750,10.254–12.380,14.139,13.5%,3.06,"Bitmap Heap Scan, Bitmap Index Scan",0.067,10.816
documents,200000,clean,prefer_index,64MB,array_contained,gist,10,31.949,31.522–33.288,34.840,4.2%,1.03,Seq Scan (fallback),0.063,32.017
documents,200000,clean,prefer_index,64MB,array_contained,roaring,10,58.911,55.730–61.901,64.134,5.7%,0.56,"Bitmap Heap Scan, Bitmap Index Scan",0.067,58.979
documents,200000,clean,prefer_index,64MB,array_contained,roaring_bitmap,10,58.871,56.218–62.452,67.600,8.0%,0.56,"Bitmap Heap Scan, Bitmap Index Scan",0.066,58.944
documents,200000,clean,prefer_index,64MB,array_contained,seq,10,32.853,31.648–34.808,40.280,11.0%,1.00,Seq Scan,0.065,32.913
documents,200000,clean,prefer_index,64MB,array_empty,gin,10,44.413,43.673–45.020,45.369,2.3%,0.65,"Bitmap Heap Scan, Bitmap Index Scan",0.052,44.465
documents,200000,clean,prefer_index,64MB,array_empty,gist,10,28.813,28.047–30.639,30.970,4.2%,1.00,Seq Scan (fallback),0.050,28.861
documents,200000,clean,prefer_index,64MB,array_empty,roaring,10,54.002,53.150–57.263,62.118,7.4%,0.54,"Bitmap Heap Scan, Bitmap Index Scan",0.051,54.054
documents,200000,clean,prefer_index,64MB,array_empty,roaring_bitmap,10,53.572,51.671–56.146,57.658,4.6%,0.54,"Bitmap Heap Scan, Bitmap Index Scan",0.049,53.620
documents,200000,clean,prefer_index,64MB,array_empty,seq,10,28.901,27.713–29.866,31.173,4.9%,1.00,Seq Scan,0.044,28.946
documents,200000,clean,prefer_index,64MB,array_fetch,gin,10,4.152,4.071–4.294,4.960,10.2%,7.58,"Bitmap Heap Scan, Bitmap Index Scan",0.058,4.207
documents,200000,clean,prefer_index,64MB,array_fetch,gist,10,31.656,31.122–32.870,34.735,4.6%,0.99,Seq Scan (fallback),0.054,31.709
documents,200000,clean,prefer_index,64MB,array_fetch,roaring,10,3.704,3.617–4.576,5.726,21.0%,8.49,"Bitmap Heap Scan, Bitmap Index Scan",0.058,3.761
documents,200000,clean,prefer_index,64MB,array_fetch,roaring_bitmap,10,3.662,3.620–3.710,3.813,2.2%,8.59,"Bitmap Heap Scan, Bitmap Index Scan",0.057,3.718
documents,200000,clean,prefer_index,64MB,array_fetch,seq,10,31.456,30.725–33.640,36.752,7.4%,1.00,Seq Scan,0.051,31.510
documents,200000,clean,prefer_index,64MB,array_group,gin,10,7.913,7.714–8.865,10.482,13.6%,5.43,"Bitmap Heap Scan, Bitmap Index Scan",0.060,7.973
documents,200000,clean,prefer_index,64MB,array_group,gist,10,43.181,41.573–44.585,48.159,5.8%,0.99,Seq Scan (fallback),0.061,43.246
documents,200000,clean,prefer_index,64MB,array_group,roaring,10,4.369,4.353–4.522,4.697,3.3%,9.83,RoaringCount,0.085,4.456
documents,200000,clean,prefer_index,64MB,array_group,roaring_bitmap,10,6.788,6.682–7.163,7.494,5.2%,6.32,"Bitmap Heap Scan, Bitmap Index Scan",0.064,6.853
documents,200000,clean,prefer_index,64MB,array_group,seq,10,42.930,42.082–45.203,48.947,6.5%,1.00,Seq Scan,0.057,42.987
documents,200000,clean,prefer_index,64MB,array_is_null,gin,10,9.547,8.724–10.655,11.031,11.2%,0.94,Seq Scan (fallback),0.022,9.569
documents,200000,clean,prefer_index,64MB,array_is_null,gist,10,9.540,9.175–10.032,12.208,12.7%,0.94,Seq Scan (fallback),0.023,9.564
documents,200000,clean,prefer_index,64MB,array_is_null,roaring,10,1.101,1.081–1.185,1.297,8.4%,8.13,"Bitmap Heap Scan, Bitmap Index Scan",0.029,1.128
documents,200000,clean,prefer_index,64MB,array_is_null,roaring_bitmap,10,1.083,1.055–1.121,1.153,3.7%,8.26,"Bitmap Heap Scan, Bitmap Index Scan",0.025,1.107
documents,200000,clean,prefer_index,64MB,array_is_null,seq,10,8.947,8.894–9.434,9.795,4.3%,1.00,Seq Scan,0.020,8.969
documents,200000,clean,prefer_index,64MB,array_null_element,gin,10,0.043,0.042–0.045,0.045,3.1%,709.57,"Bitmap Heap Scan, Bitmap Index Scan",0.053,0.098
documents,200000,clean,prefer_index,64MB,array_null_element,gist,10,31.233,30.211–32.716,33.394,4.1%,0.99,Seq Scan (fallback),0.049,31.280
documents,200000,clean,prefer_index,64MB,array_null_element,roaring,10,54.986,53.231–59.451,61.395,6.0%,0.56,"Bitmap Heap Scan, Bitmap Index Scan",0.052,55.042
documents,200000,clean,prefer_index,64MB,array_null_element,roaring_bitmap,10,56.081,55.481–58.647,62.222,4.9%,0.55,"Bitmap Heap Scan, Bitmap Index Scan",0.051,56.131
documents,200000,clean,prefer_index,64MB,array_null_element,seq,10,30.866,30.424–34.472,39.625,12.9%,1.00,Seq Scan,0.045,30.917
documents,200000,clean,prefer_index,64MB,array_or,gin,10,6.462,6.313–6.644,6.910,3.8%,7.36,"Bitmap Heap Scan, Bitmap Index Scan",0.056,6.521
documents,200000,clean,prefer_index,64MB,array_or,gist,10,46.111,45.793–49.613,51.852,5.3%,1.03,Seq Scan (fallback),0.052,46.162
documents,200000,clean,prefer_index,64MB,array_or,roaring,10,0.229,0.220–0.249,0.266,8.4%,207.64,RoaringCount,0.075,0.313
documents,200000,clean,prefer_index,64MB,array_or,roaring_bitmap,10,5.053,5.008–5.497,6.976,16.7%,9.41,"Bitmap Heap Scan, Bitmap Index Scan",0.055,5.108
documents,200000,clean,prefer_index,64MB,array_or,seq,10,47.550,46.001–49.105,50.529,4.1%,1.00,Seq Scan,0.048,47.599
documents,200000,clean,prefer_index,64MB,array_rare,gin,10,0.075,0.073–0.079,0.083,5.6%,406.87,"Bitmap Heap Scan, Bitmap Index Scan",0.052,0.129
documents,200000,clean,prefer_index,64MB,array_rare,gist,10,31.397,30.455–32.705,34.180,4.7%,0.97,Seq Scan (fallback),0.052,31.448
documents,200000,clean,prefer_index,64MB,array_rare,roaring,10,0.014,0.013–0.015,0.016,6.5%,2179.68,RoaringCount,0.074,0.088
documents,200000,clean,prefer_index,64MB,array_rare,roaring_bitmap,10,0.073,0.071–0.086,0.103,16.8%,418.02,"Bitmap Heap Scan, Bitmap Index Scan",0.052,0.126
documents,200000,clean,prefer_index,64MB,array_rare,seq,10,30.516,29.912–31.231,34.751,7.6%,1.00,Seq Scan,0.047,30.574
documents,200000,clean,prefer_index,64MB,ts_and,gin,10,0.972,0.956–1.025,1.078,5.3%,23.97,"Bitmap Heap Scan, Bitmap Index Scan",0.046,1.018
documents,200000,clean,prefer_index,64MB,ts_and,gist,10,9.104,8.989–9.466,9.676,3.2%,2.56,"Bitmap Heap Scan, Bitmap Index Scan",0.045,9.148
documents,200000,clean,prefer_index,64MB,ts_and,roaring,10,0.106,0.103–0.114,0.118,8.9%,219.90,RoaringCount,0.066,0.175
documents,200000,clean,prefer_index,64MB,ts_and,roaring_bitmap,10,0.179,0.172–0.190,0.205,8.8%,130.22,"Bitmap Heap Scan, Bitmap Index Scan",0.042,0.223
documents,200000,clean,prefer_index,64MB,ts_and,seq,10,23.309,22.462–23.935,25.783,6.4%,1.00,Seq Scan,0.037,23.346
documents,200000,clean,prefer_index,64MB,ts_common,gin,10,28.240,27.679–28.763,29.310,2.4%,0.99,"Bitmap Heap Scan, Bitmap Index Scan",0.044,28.284
documents,200000,clean,prefer_index,64MB,ts_common,gist,10,48.091,46.330–52.137,54.856,7.4%,0.58,"Bitmap Heap Scan, Bitmap Index Scan",0.045,48.136
documents,200000,clean,prefer_index,64MB,ts_common,roaring,10,0.030,0.028–0.036,0.047,23.2%,927.68,RoaringCount,0.072,0.106
documents,200000,clean,prefer_index,64MB,ts_common,roaring_bitmap,10,18.613,18.142–19.183,19.748,3.6%,1.50,"Bitmap Heap Scan, Bitmap Index Scan",0.043,18.653
documents,200000,clean,prefer_index,64MB,ts_common,seq,10,27.831,27.251–28.151,32.173,7.5%,1.00,Seq Scan,0.038,27.870
documents,200000,clean,prefer_index,64MB,ts_fetch,gin,10,4.120,4.021–4.204,4.317,3.0%,5.47,"Bitmap Heap Scan, Bitmap Index Scan",0.050,4.170
documents,200000,clean,prefer_index,64MB,ts_fetch,gist,10,13.062,12.780–13.611,14.099,4.2%,1.73,"Bitmap Heap Scan, Bitmap Index Scan",0.049,13.109
documents,200000,clean,prefer_index,64MB,ts_fetch,roaring,10,3.806,3.706–3.918,4.191,5.5%,5.92,"Bitmap Heap Scan, Bitmap Index Scan",0.049,3.856
documents,200000,clean,prefer_index,64MB,ts_fetch,roaring_bitmap,10,3.638,3.553–3.681,3.705,1.9%,6.19,"Bitmap Heap Scan, Bitmap Index Scan",0.048,3.686
documents,200000,clean,prefer_index,64MB,ts_fetch,seq,10,22.534,22.106–23.274,26.923,10.1%,1.00,Seq Scan,0.041,22.574
documents,200000,clean,prefer_index,64MB,ts_group,gin,10,0.959,0.939–0.976,0.989,2.4%,24.79,"Bitmap Heap Scan, Bitmap Index Scan",0.053,1.011
documents,200000,clean,prefer_index,64MB,ts_group,gist,10,9.325,9.056–9.509,10.001,4.0%,2.55,"Bitmap Heap Scan, Bitmap Index Scan",0.056,9.398
documents,200000,clean,prefer_index,64MB,ts_group,roaring,10,1.636,1.610–1.737,1.750,3.7%,14.53,RoaringCount,0.075,1.716
documents,200000,clean,prefer_index,64MB,ts_group,roaring_bitmap,10,0.193,0.190–0.198,0.200,2.6%,123.20,"Bitmap Heap Scan, Bitmap Index Scan",0.053,0.248
documents,200000,clean,prefer_index,64MB,ts_group,seq,10,23.777,23.250–25.163,26.725,5.8%,1.00,Seq Scan,0.050,23.827
documents,200000,clean,prefer_index,64MB,ts_not,gin,10,32.642,32.436–34.157,36.512,5.8%,1.07,"Bitmap Heap Scan, Bitmap Index Scan",0.045,32.687
documents,200000,clean,prefer_index,64MB,ts_not,gist,10,62.427,58.241–65.812,69.409,7.2%,0.56,"Bitmap Heap Scan, Bitmap Index Scan",0.046,62.471
