Suite,Rows,State,Planner,work_mem,Query,Variant,n,Execution median ms,95% CI ms,p95 ms,CV,Speedup vs seq,Access,Planning median ms,Plan+execution median ms
documents,200000,clean,default,64MB,ts_tree,roaring,3,0.476,0.451–0.509,0.506,6.1%,—,LionCount,0.067,0.539
documents,200000,clean,default,64MB,ts_tree,roaring_bitmap,3,0.684,0.680–0.704,0.702,1.9%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.044,0.729
scalar,1000000,after_maintenance,default,64MB,and2,btree,3,4.067,2.812–4.204,4.190,20.8%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.044,4.129
scalar,1000000,after_maintenance,default,64MB,and2,gin,3,33.659,33.529–34.622,34.526,1.8%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.075,33.734
scalar,1000000,after_maintenance,default,64MB,and2,roaring,3,0.367,0.357–0.394,0.391,5.1%,—,LionCount,0.051,0.418
scalar,1000000,after_maintenance,default,64MB,and2,roaring_bitmap,3,6.398,6.089–6.519,6.507,3.5%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.046,6.442
scalar,1000000,after_maintenance,default,64MB,eq_c200_17,btree,3,0.325,0.323–0.369,0.365,7.7%,—,Index Only Scan,0.036,0.361
scalar,1000000,after_maintenance,default,64MB,eq_c200_17,gin,3,3.692,2.890–3.809,3.797,14.4%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.048,3.740
scalar,1000000,after_maintenance,default,64MB,eq_c200_17,roaring,3,0.030,0.030–0.030,0.030,0.0%,—,LionCount,0.044,0.074
scalar,1000000,after_maintenance,default,64MB,eq_c200_17,roaring_bitmap,3,2.970,2.838–3.005,3.002,3.0%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.049,3.020
scalar,1000000,after_maintenance,default,64MB,group_c200,btree,3,77.440,73.610–81.707,81.280,5.2%,—,Index Only Scan,0.035,77.479
scalar,1000000,after_maintenance,default,64MB,group_c200,gin,3,155.594,153.332–158.119,157.867,1.5%,—,Seq Scan (fallback),0.053,155.678
scalar,1000000,after_maintenance,default,64MB,group_c200,roaring,3,3.762,3.698–3.793,3.790,1.3%,—,LionCount,0.034,3.794
scalar,1000000,after_maintenance,default,64MB,group_c200,roaring_bitmap,3,148.528,147.439–149.470,149.376,0.7%,—,Seq Scan (fallback),0.034,148.562
scalar,1000000,after_maintenance,default,64MB,is_null,btree,3,6.096,5.979–6.267,6.250,2.4%,—,Index Only Scan,0.031,6.127
scalar,1000000,after_maintenance,default,64MB,is_null,gin,3,64.993,64.009–74.769,73.791,8.8%,—,Seq Scan (fallback),0.030,65.028
scalar,1000000,after_maintenance,default,64MB,is_null,roaring,3,0.090,0.089–0.097,0.096,4.7%,—,LionCount,0.038,0.128
scalar,1000000,after_maintenance,default,64MB,is_null,roaring_bitmap,3,21.603,19.923–21.668,21.662,4.7%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.032,21.636
scalar,1000000,clean,default,64MB,and2,btree,3,2.893,2.784–3.584,3.515,14.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.044,2.937
scalar,1000000,clean,default,64MB,and2,gin,3,32.704,32.133–34.322,34.160,3.4%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.054,32.752
scalar,1000000,clean,default,64MB,and2,roaring,3,0.385,0.381–0.420,0.416,5.4%,—,LionCount,0.059,0.463
scalar,1000000,clean,default,64MB,and2,roaring_bitmap,3,6.413,6.347–6.575,6.559,1.8%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.045,6.455
scalar,1000000,clean,default,64MB,and3_selective,btree,3,0.318,0.317–0.319,0.319,0.3%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.048,0.366
scalar,1000000,clean,default,64MB,and3_selective,gin,3,0.558,0.543–0.687,0.674,13.3%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.052,0.614
scalar,1000000,clean,default,64MB,and3_selective,roaring,3,0.349,0.318–0.469,0.457,21.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.062,0.409
scalar,1000000,clean,default,64MB,and3_selective,roaring_bitmap,3,0.318,0.318–0.338,0.336,3.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.050,0.368
scalar,1000000,clean,default,64MB,eq_c1m_12345,btree,3,0.018,0.017–0.018,0.018,3.3%,—,Index Only Scan,0.032,0.050
scalar,1000000,clean,default,64MB,eq_c1m_12345,gin,3,0.024,0.024–0.058,0.055,55.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.039,0.063
scalar,1000000,clean,default,64MB,eq_c1m_12345,roaring,3,0.014,0.013–0.016,0.016,10.7%,—,LionCount,0.045,0.059
scalar,1000000,clean,default,64MB,eq_c1m_12345,roaring_bitmap,3,0.024,0.024–0.025,0.025,2.4%,—,Index Scan,0.035,0.059
scalar,1000000,clean,default,64MB,eq_c200_17,btree,3,0.326,0.325–0.333,0.332,1.3%,—,Index Only Scan,0.036,0.362
scalar,1000000,clean,default,64MB,eq_c200_17,gin,3,3.546,3.092–4.121,4.064,14.4%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.055,3.601
scalar,1000000,clean,default,64MB,eq_c200_17,roaring,3,0.032,0.030–0.039,0.038,14.0%,—,LionCount,0.050,0.082
scalar,1000000,clean,default,64MB,eq_c200_17,roaring_bitmap,3,2.944,2.840–3.071,3.058,3.9%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.035,2.979
scalar,1000000,clean,default,64MB,eq_c20k_123,btree,3,0.020,0.020–0.023,0.023,8.2%,—,Index Only Scan,0.035,0.055
scalar,1000000,clean,default,64MB,eq_c20k_123,gin,3,0.051,0.049–0.104,0.099,45.9%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.038,0.089
scalar,1000000,clean,default,64MB,eq_c20k_123,roaring,3,0.014,0.014–0.015,0.015,4.0%,—,LionCount,0.044,0.058
scalar,1000000,clean,default,64MB,eq_c20k_123,roaring_bitmap,3,0.048,0.045–0.056,0.055,11.4%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.041,0.089
scalar,1000000,clean,default,64MB,eq_c2_0,btree,3,31.232,30.988–31.513,31.485,0.8%,—,Index Only Scan,0.036,31.264
scalar,1000000,clean,default,64MB,eq_c2_0,gin,3,86.747,84.952–91.837,91.328,4.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.039,86.785
scalar,1000000,clean,default,64MB,eq_c2_0,roaring,3,0.365,0.353–0.367,0.367,2.1%,—,LionCount,0.045,0.411
scalar,1000000,clean,default,64MB,eq_c2_0,roaring_bitmap,3,56.742,56.533–64.396,63.631,7.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.033,56.775
scalar,1000000,clean,default,64MB,eq_skew_0,btree,3,56.604,55.501–70.333,68.960,13.6%,—,Index Only Scan,0.037,56.641
scalar,1000000,clean,default,64MB,eq_skew_0,gin,3,90.652,90.294–92.615,92.419,1.4%,—,Seq Scan (fallback),0.040,90.692
scalar,1000000,clean,default,64MB,eq_skew_0,roaring,3,0.156,0.154–0.159,0.159,1.6%,—,LionCount,0.044,0.198
scalar,1000000,clean,default,64MB,eq_skew_0,roaring_bitmap,3,80.904,80.719–83.029,82.816,1.6%,—,Seq Scan (fallback),0.035,80.940
scalar,1000000,clean,default,64MB,eq_skew_17,btree,3,0.025,0.024–0.027,0.027,6.0%,—,Index Only Scan,0.034,0.059
scalar,1000000,clean,default,64MB,eq_skew_17,gin,3,0.108,0.093–0.150,0.146,25.3%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.035,0.143
scalar,1000000,clean,default,64MB,eq_skew_17,roaring,3,0.015,0.015–0.015,0.015,0.0%,—,LionCount,0.043,0.058
scalar,1000000,clean,default,64MB,eq_skew_17,roaring_bitmap,3,0.083,0.076–0.095,0.094,11.3%,—,Index Scan,0.038,0.119
scalar,1000000,clean,default,64MB,fetch_and2,btree,3,2.501,2.458–2.593,2.584,2.7%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.048,2.549
scalar,1000000,clean,default,64MB,fetch_and2,gin,3,4.971,4.900–5.107,5.093,2.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.060,5.035
scalar,1000000,clean,default,64MB,fetch_and2,roaring,3,2.397,2.379–2.483,2.474,2.3%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.050,2.447
scalar,1000000,clean,default,64MB,fetch_and2,roaring_bitmap,3,2.504,2.382–2.602,2.592,4.4%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.057,2.555
scalar,1000000,clean,default,64MB,fetch_and3,btree,3,2.573,2.496–2.601,2.598,2.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.053,2.623
scalar,1000000,clean,default,64MB,fetch_and3,gin,3,5.167,4.967–5.872,5.801,8.9%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.064,5.231
scalar,1000000,clean,default,64MB,fetch_and3,roaring,3,2.428,2.307–2.599,2.582,6.0%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.056,2.485
scalar,1000000,clean,default,64MB,fetch_and3,roaring_bitmap,3,2.289,2.276–2.333,2.329,1.3%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.055,2.344
scalar,1000000,clean,default,64MB,fetch_broad,btree,3,18.950,17.043–23.936,23.437,17.8%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.040,18.986
scalar,1000000,clean,default,64MB,fetch_broad,gin,3,19.609,19.114–21.591,21.393,6.5%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.042,19.651
scalar,1000000,clean,default,64MB,fetch_broad,roaring,3,19.602,19.349–20.105,20.055,2.0%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.042,19.658
scalar,1000000,clean,default,64MB,fetch_broad,roaring_bitmap,3,17.501,16.395–18.630,18.517,6.4%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.044,17.550
scalar,1000000,clean,default,64MB,fetch_c1m,btree,3,0.022,0.021–0.024,0.024,6.8%,—,Index Scan,0.039,0.061
scalar,1000000,clean,default,64MB,fetch_c1m,gin,3,0.026,0.023–0.054,0.051,49.8%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.042,0.068
scalar,1000000,clean,default,64MB,fetch_c1m,roaring,3,0.030,0.027–0.033,0.033,10.0%,—,Index Scan,0.043,0.073
scalar,1000000,clean,default,64MB,fetch_c1m,roaring_bitmap,3,0.028,0.024–0.030,0.030,11.2%,—,Index Scan,0.043,0.073
scalar,1000000,clean,default,64MB,fetch_in_and,btree,3,6.458,6.444–6.815,6.779,3.2%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.051,6.507
scalar,1000000,clean,default,64MB,fetch_in_and,gin,3,14.213,14.051–16.571,16.335,9.4%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.055,14.268
scalar,1000000,clean,default,64MB,fetch_in_and,roaring,3,8.540,6.489–9.292,9.217,17.9%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.059,8.595
scalar,1000000,clean,default,64MB,fetch_in_and,roaring_bitmap,3,5.970,5.833–6.065,6.056,2.0%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.066,6.036
scalar,1000000,clean,default,64MB,fetch_medium,btree,3,2.834,2.802–3.759,3.667,17.4%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.041,2.875
scalar,1000000,clean,default,64MB,fetch_medium,gin,3,3.468,3.251–3.862,3.823,8.8%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.044,3.512
scalar,1000000,clean,default,64MB,fetch_medium,roaring,3,3.371,3.334–4.729,4.593,20.9%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.043,3.414
scalar,1000000,clean,default,64MB,fetch_medium,roaring_bitmap,3,3.004,2.949–3.083,3.075,2.2%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.042,3.045
scalar,1000000,clean,default,64MB,fetch_rare,btree,3,0.056,0.054–0.064,0.063,9.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.040,0.097
scalar,1000000,clean,default,64MB,fetch_rare,gin,3,0.059,0.056–0.069,0.068,11.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.043,0.102
scalar,1000000,clean,default,64MB,fetch_rare,roaring,3,0.062,0.060–0.132,0.125,48.4%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.043,0.106
scalar,1000000,clean,default,64MB,fetch_rare,roaring_bitmap,3,0.054,0.053–0.057,0.057,3.8%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.039,0.095
scalar,1000000,clean,default,64MB,group_c2,btree,3,75.297,74.357–82.364,81.657,5.7%,—,Index Only Scan,0.037,75.334
scalar,1000000,clean,default,64MB,group_c2,gin,3,127.035,122.681–128.687,128.522,2.5%,—,Seq Scan (fallback),0.035,127.070
scalar,1000000,clean,default,64MB,group_c2,roaring,3,0.703,0.698–0.706,0.706,0.6%,—,LionCount,0.037,0.740
scalar,1000000,clean,default,64MB,group_c2,roaring_bitmap,3,119.864,118.849–120.108,120.084,0.6%,—,Seq Scan (fallback),0.032,119.932
scalar,1000000,clean,default,64MB,group_c200,btree,3,74.993,74.370–81.428,80.784,5.1%,—,Index Only Scan,0.038,75.031
scalar,1000000,clean,default,64MB,group_c200,gin,3,151.864,147.425–159.716,158.931,4.1%,—,Seq Scan (fallback),0.034,151.893
scalar,1000000,clean,default,64MB,group_c200,roaring,3,3.871,3.802–3.978,3.967,2.3%,—,LionCount,0.039,3.931
scalar,1000000,clean,default,64MB,group_c200,roaring_bitmap,3,146.343,146.232–152.994,152.329,2.6%,—,Seq Scan (fallback),0.033,146.376
scalar,1000000,clean,default,64MB,group_filtered,btree,3,3.078,3.058–3.147,3.140,1.5%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.070,3.148
scalar,1000000,clean,default,64MB,group_filtered,gin,3,3.836,3.523–3.981,3.966,6.2%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.046,3.897
scalar,1000000,clean,default,64MB,group_filtered,roaring,3,2.943,2.868–3.005,2.999,2.3%,—,LionCount,0.053,2.993
scalar,1000000,clean,default,64MB,group_filtered,roaring_bitmap,3,3.728,3.334–3.981,3.956,8.9%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.056,3.784
scalar,1000000,clean,default,64MB,in_and,btree,3,6.374,6.190–6.970,6.910,6.3%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.048,6.420
scalar,1000000,clean,default,64MB,in_and,gin,3,14.289,14.086–20.034,19.459,20.9%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.050,14.341
scalar,1000000,clean,default,64MB,in_and,roaring,3,1.947,1.902–2.285,2.251,10.2%,—,LionCount,0.062,2.009
scalar,1000000,clean,default,64MB,in_and,roaring_bitmap,3,5.833,5.636–5.915,5.907,2.5%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.048,5.881
scalar,1000000,clean,default,64MB,in_c20k_10,btree,3,0.052,0.051–0.052,0.052,1.1%,—,Index Only Scan,0.042,0.093
scalar,1000000,clean,default,64MB,in_c20k_10,gin,3,0.425,0.414–0.477,0.472,7.7%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.061,0.486
scalar,1000000,clean,default,64MB,in_c20k_10,roaring,3,0.029,0.028–0.037,0.036,15.7%,—,LionCount,0.055,0.084
scalar,1000000,clean,default,64MB,in_c20k_10,roaring_bitmap,3,0.385,0.348–0.388,0.388,6.0%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.040,0.425
scalar,1000000,clean,default,64MB,in_c20k_1000,btree,3,3.388,3.388–3.544,3.528,2.6%,—,Index Only Scan,0.492,3.887
scalar,1000000,clean,default,64MB,in_c20k_1000,gin,3,20.360,19.665–20.569,20.548,2.3%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.669,21.029
scalar,1000000,clean,default,64MB,in_c20k_1000,roaring,3,1.650,1.641–1.928,1.900,9.4%,—,LionCount,0.899,2.540
scalar,1000000,clean,default,64MB,in_c20k_1000,roaring_bitmap,3,16.429,16.239–16.716,16.687,1.5%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.518,16.947
scalar,1000000,clean,default,64MB,is_null,btree,3,6.123,6.083–6.246,6.234,1.4%,—,Index Only Scan,0.031,6.154
scalar,1000000,clean,default,64MB,is_null,gin,3,61.311,60.633–63.642,63.409,2.6%,—,Seq Scan (fallback),0.029,61.340
scalar,1000000,clean,default,64MB,is_null,roaring,3,0.100,0.095–0.102,0.102,3.6%,—,LionCount,0.039,0.134
scalar,1000000,clean,default,64MB,is_null,roaring_bitmap,3,21.195,21.029–22.070,21.983,2.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.032,21.227
scalar,1000000,clean,default,64MB,or_columns,btree,3,16.402,16.166–16.992,16.933,2.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.042,16.445
scalar,1000000,clean,default,64MB,or_columns,gin,3,19.830,18.984–20.320,20.271,3.4%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.045,19.875
scalar,1000000,clean,default,64MB,or_columns,roaring,3,0.239,0.235–0.264,0.262,6.4%,—,LionCount,0.054,0.307
scalar,1000000,clean,default,64MB,or_columns,roaring_bitmap,3,15.772,15.371–15.865,15.856,1.7%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.050,15.822
scalar,1000000,clean,default,64MB,ordered_broad,btree,3,0.038,0.035–0.039,0.039,5.6%,—,Index Scan,0.047,0.086
scalar,1000000,clean,default,64MB,ordered_broad,gin,3,155.966,149.389–156.859,156.770,2.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.046,156.012
scalar,1000000,clean,default,64MB,ordered_broad,roaring,3,125.910,125.109–127.566,127.400,1.0%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.041,125.947
scalar,1000000,clean,default,64MB,ordered_broad,roaring_bitmap,3,121.121,118.607–127.356,126.732,3.7%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.046,121.167
scalar,1000000,clean,default,64MB,ordered_broad,roaring_btree,3,0.030,0.029–0.030,0.030,1.9%,—,Index Scan,0.044,0.074
scalar,1000000,clean,default,64MB,ordered_filter,btree,3,1.992,1.910–2.307,2.276,10.1%,—,Index Scan,0.055,2.044
scalar,1000000,clean,default,64MB,ordered_filter,gin,3,32.927,32.682–33.108,33.090,0.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.052,33.001
scalar,1000000,clean,default,64MB,ordered_filter,roaring,3,7.420,7.323–7.614,7.595,2.0%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.060,7.509
scalar,1000000,clean,default,64MB,ordered_filter,roaring_bitmap,3,7.006,6.831–7.174,7.157,2.4%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.063,7.056
scalar,1000000,clean,default,64MB,ordered_filter,roaring_btree,3,0.434,0.433–0.694,0.668,28.9%,—,LionOrdered,0.077,0.511
scalar,1000000,clean,default,64MB,ordered_filter_desc,btree,3,2.054,1.812–2.441,2.402,15.1%,—,Index Scan,0.056,2.110
scalar,1000000,clean,default,64MB,ordered_filter_desc,gin,3,33.420,32.117–36.063,35.799,5.9%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.054,33.473
scalar,1000000,clean,default,64MB,ordered_filter_desc,roaring,3,7.245,7.008–7.383,7.369,2.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.047,7.294
scalar,1000000,clean,default,64MB,ordered_filter_desc,roaring_bitmap,3,7.065,6.904–7.190,7.178,2.0%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.051,7.130
scalar,1000000,clean,default,64MB,ordered_filter_desc,roaring_btree,3,0.447,0.409–0.488,0.484,8.8%,—,LionOrdered,0.060,0.507
scalar,1000000,clean,default,64MB,ordered_limit,btree,3,0.019,0.018–0.019,0.019,3.1%,—,Index Only Scan,0.052,0.071
scalar,1000000,clean,default,64MB,ordered_limit,gin,3,96.649,94.004–98.518,98.331,2.4%,—,Seq Scan (fallback),0.066,96.715
scalar,1000000,clean,default,64MB,ordered_limit,roaring,3,96.258,90.051–96.369,96.358,3.8%,—,Seq Scan (fallback),0.041,96.299
scalar,1000000,clean,default,64MB,ordered_limit,roaring_bitmap,3,88.638,84.742–90.749,90.538,3.5%,—,Seq Scan (fallback),0.046,88.699
scalar,1000000,clean,default,64MB,range_random,btree,3,0.326,0.326–0.326,0.326,0.0%,—,Index Only Scan,0.057,0.383
scalar,1000000,clean,default,64MB,range_random,gin,3,39.351,39.325–40.220,40.133,1.3%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.046,39.401
scalar,1000000,clean,default,64MB,range_random,roaring,3,0.218,0.200–0.277,0.271,17.4%,—,LionCount,0.051,0.269
scalar,1000000,clean,default,64MB,range_random,roaring_bitmap,3,3.151,2.944–3.334,3.316,6.2%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.043,3.194
scalar,1000000,dirty_scattered,default,64MB,and2,btree,3,3.098,3.034–3.284,3.265,4.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.044,3.142
scalar,1000000,dirty_scattered,default,64MB,and2,gin,3,33.438,32.694–38.597,38.081,9.2%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.066,33.504
scalar,1000000,dirty_scattered,default,64MB,and2,roaring,3,0.732,0.722–0.791,0.785,5.0%,—,LionCount,0.056,0.788
scalar,1000000,dirty_scattered,default,64MB,and2,roaring_bitmap,3,6.519,6.281–6.867,6.832,4.5%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.055,6.574
scalar,1000000,dirty_scattered,default,64MB,eq_c200_17,btree,3,1.233,1.011–1.306,1.299,13.0%,—,Index Only Scan,0.054,1.287
scalar,1000000,dirty_scattered,default,64MB,eq_c200_17,gin,3,3.508,3.279–3.527,3.525,4.0%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.055,3.566
scalar,1000000,dirty_scattered,default,64MB,eq_c200_17,roaring,3,0.737,0.683–0.779,0.775,6.6%,—,LionCount,0.044,0.781
scalar,1000000,dirty_scattered,default,64MB,eq_c200_17,roaring_bitmap,3,2.738,2.648–3.229,3.180,10.9%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.037,2.775
scalar,1000000,dirty_scattered,default,64MB,eq_c2_0,btree,3,63.751,62.208–64.114,64.078,1.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.036,63.787
scalar,1000000,dirty_scattered,default,64MB,eq_c2_0,gin,3,86.645,86.214–92.291,91.726,3.8%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.042,86.687
scalar,1000000,dirty_scattered,default,64MB,eq_c2_0,roaring,3,11.580,11.343–12.803,12.681,6.6%,—,LionCount,0.041,11.620
scalar,1000000,dirty_scattered,default,64MB,eq_c2_0,roaring_bitmap,3,57.542,56.524–58.317,58.239,1.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.066,57.609
scalar,1000000,dirty_scattered,default,64MB,group_c200,btree,3,153.418,152.167–157.622,157.202,1.9%,—,Seq Scan (fallback),0.042,153.458
scalar,1000000,dirty_scattered,default,64MB,group_c200,gin,3,157.616,153.054–164.347,163.674,3.6%,—,Seq Scan (fallback),0.040,157.665
scalar,1000000,dirty_scattered,default,64MB,group_c200,roaring,3,54.755,49.728–54.836,54.828,5.5%,—,LionCount,0.036,54.790
scalar,1000000,dirty_scattered,default,64MB,group_c200,roaring_bitmap,3,149.390,148.524–154.022,153.559,2.0%,—,Seq Scan (fallback),0.035,149.424
