Suite,Rows,State,Planner,work_mem,Query,Variant,n,Execution median ms,95% CI ms,p95 ms,CV,Speedup vs seq,Access,Planning median ms,Plan+execution median ms
documents,200000,clean,default,64MB,ts_tree,gin,3,3.536,3.485–3.628,3.619,2.0%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.048,3.584
documents,200000,clean,default,64MB,ts_tree,roaring,3,0.491,0.489–0.500,0.499,1.2%,—,LionCount,0.073,0.564
documents,200000,clean,default,64MB,ts_tree,roaring_bitmap,3,0.779,0.762–0.782,0.782,1.4%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.047,0.823
scalar,1000000,after_maintenance,default,64MB,and2,btree,3,2.952,2.865–4.021,3.914,19.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.044,2.996
scalar,1000000,after_maintenance,default,64MB,and2,gin,3,32.914,32.454–33.138,33.116,1.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.054,32.969
scalar,1000000,after_maintenance,default,64MB,and2,roaring,3,0.348,0.347–0.386,0.382,6.2%,—,LionCount,0.046,0.393
scalar,1000000,after_maintenance,default,64MB,and2,roaring_bitmap,3,6.538,6.375–6.702,6.686,2.5%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.062,6.600
scalar,1000000,after_maintenance,default,64MB,eq_c200_17,btree,3,0.341,0.333–0.344,0.344,1.7%,—,Index Only Scan,0.033,0.375
scalar,1000000,after_maintenance,default,64MB,eq_c200_17,gin,3,3.272,3.131–3.688,3.646,8.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.039,3.310
scalar,1000000,after_maintenance,default,64MB,eq_c200_17,roaring,3,0.028,0.028–0.029,0.029,2.0%,—,LionCount,0.038,0.066
scalar,1000000,after_maintenance,default,64MB,eq_c200_17,roaring_bitmap,3,2.762,2.555–2.838,2.830,5.4%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.032,2.829
scalar,1000000,after_maintenance,default,64MB,group_c200,btree,3,75.989,74.596–78.358,78.121,2.5%,—,Index Only Scan,0.036,76.032
scalar,1000000,after_maintenance,default,64MB,group_c200,gin,3,144.045,143.764–145.695,145.530,0.7%,—,Seq Scan (fallback),0.031,144.076
scalar,1000000,after_maintenance,default,64MB,group_c200,roaring,3,3.814,3.745–3.825,3.824,1.1%,—,LionCount,0.033,3.846
scalar,1000000,after_maintenance,default,64MB,group_c200,roaring_bitmap,3,146.412,144.363–154.521,153.710,3.6%,—,Seq Scan (fallback),0.033,146.445
scalar,1000000,after_maintenance,default,64MB,is_null,btree,3,6.234,6.175–6.840,6.779,5.7%,—,Index Only Scan,0.031,6.266
scalar,1000000,after_maintenance,default,64MB,is_null,gin,3,57.139,56.568–57.364,57.341,0.7%,—,Seq Scan (fallback),0.030,57.169
scalar,1000000,after_maintenance,default,64MB,is_null,roaring,3,0.090,0.089–0.091,0.091,1.1%,—,LionCount,0.032,0.123
scalar,1000000,after_maintenance,default,64MB,is_null,roaring_bitmap,3,22.612,21.592–22.614,22.614,2.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.027,22.641
scalar,1000000,clean,default,64MB,and2,btree,3,3.258,2.746–3.426,3.409,11.3%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.040,3.298
scalar,1000000,clean,default,64MB,and2,gin,3,34.014,31.981–37.074,36.768,7.5%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.053,34.067
scalar,1000000,clean,default,64MB,and2,roaring,3,0.391,0.360–0.397,0.396,5.2%,—,LionCount,0.048,0.437
scalar,1000000,clean,default,64MB,and2,roaring_bitmap,3,2.679,2.636–2.756,2.748,2.3%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.039,2.727
scalar,1000000,clean,default,64MB,and3_selective,btree,3,0.356,0.319–0.509,0.494,25.5%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.043,0.400
scalar,1000000,clean,default,64MB,and3_selective,gin,3,0.566,0.549–0.625,0.619,6.9%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.049,0.615
scalar,1000000,clean,default,64MB,and3_selective,roaring,3,0.319,0.315–0.327,0.326,1.9%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.057,0.376
scalar,1000000,clean,default,64MB,and3_selective,roaring_bitmap,3,0.365,0.326–0.367,0.367,6.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.049,0.414
scalar,1000000,clean,default,64MB,eq_c1m_12345,btree,3,0.018,0.016–0.018,0.018,6.7%,—,Index Only Scan,0.034,0.052
scalar,1000000,clean,default,64MB,eq_c1m_12345,gin,3,0.024,0.021–0.031,0.030,20.3%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.034,0.058
scalar,1000000,clean,default,64MB,eq_c1m_12345,roaring,3,0.014,0.012–0.015,0.015,11.2%,—,LionCount,0.042,0.056
scalar,1000000,clean,default,64MB,eq_c1m_12345,roaring_bitmap,3,0.027,0.022–0.028,0.028,12.5%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.035,0.062
scalar,1000000,clean,default,64MB,eq_c200_17,btree,3,0.330,0.327–0.332,0.332,0.8%,—,Index Only Scan,0.034,0.365
scalar,1000000,clean,default,64MB,eq_c200_17,gin,3,3.096,3.016–3.129,3.126,1.9%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.035,3.132
scalar,1000000,clean,default,64MB,eq_c200_17,roaring,3,0.030,0.028–0.030,0.030,3.9%,—,LionCount,0.039,0.069
scalar,1000000,clean,default,64MB,eq_c200_17,roaring_bitmap,3,2.673,2.508–2.887,2.866,7.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.031,2.704
scalar,1000000,clean,default,64MB,eq_c20k_123,btree,3,0.020,0.019–0.021,0.021,5.0%,—,Index Only Scan,0.033,0.053
scalar,1000000,clean,default,64MB,eq_c20k_123,gin,3,0.048,0.043–0.053,0.052,10.4%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.033,0.081
scalar,1000000,clean,default,64MB,eq_c20k_123,roaring,3,0.013,0.012–0.014,0.014,7.7%,—,LionCount,0.041,0.054
scalar,1000000,clean,default,64MB,eq_c20k_123,roaring_bitmap,3,0.044,0.039–0.053,0.052,15.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.034,0.078
scalar,1000000,clean,default,64MB,eq_c2_0,btree,3,31.408,31.357–32.076,32.009,1.3%,—,Index Only Scan,0.035,31.440
scalar,1000000,clean,default,64MB,eq_c2_0,gin,3,109.159,107.696–112.123,111.827,2.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.049,109.208
scalar,1000000,clean,default,64MB,eq_c2_0,roaring,3,0.377,0.364–0.388,0.387,3.2%,—,LionCount,0.038,0.415
scalar,1000000,clean,default,64MB,eq_c2_0,roaring_bitmap,3,57.866,57.800–58.741,58.654,0.9%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.034,57.898
scalar,1000000,clean,default,64MB,eq_skew_0,btree,3,56.974,56.590–58.969,58.770,2.2%,—,Index Only Scan,0.033,57.007
scalar,1000000,clean,default,64MB,eq_skew_0,gin,3,84.352,83.576–86.794,86.550,2.0%,—,Seq Scan (fallback),0.038,84.393
scalar,1000000,clean,default,64MB,eq_skew_0,roaring,3,0.156,0.155–0.227,0.220,23.0%,—,LionCount,0.044,0.199
scalar,1000000,clean,default,64MB,eq_skew_0,roaring_bitmap,3,83.807,83.595–86.021,85.800,1.6%,—,Seq Scan (fallback),0.036,83.844
scalar,1000000,clean,default,64MB,eq_skew_17,btree,3,0.025,0.024–0.034,0.033,19.9%,—,Index Only Scan,0.035,0.060
scalar,1000000,clean,default,64MB,eq_skew_17,gin,3,0.110,0.101–0.112,0.112,5.4%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.054,0.157
scalar,1000000,clean,default,64MB,eq_skew_17,roaring,3,0.014,0.014–0.015,0.015,4.0%,—,LionCount,0.039,0.053
scalar,1000000,clean,default,64MB,eq_skew_17,roaring_bitmap,3,0.088,0.080–0.117,0.114,20.5%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.034,0.122
scalar,1000000,clean,default,64MB,fetch_and2,btree,3,2.533,2.505–2.538,2.537,0.7%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.046,2.579
scalar,1000000,clean,default,64MB,fetch_and2,gin,3,5.027,5.018–5.077,5.072,0.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.052,5.075
scalar,1000000,clean,default,64MB,fetch_and2,roaring,3,2.285,2.283–2.329,2.325,1.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.046,2.329
scalar,1000000,clean,default,64MB,fetch_and2,roaring_bitmap,3,2.237,2.216–2.283,2.278,1.5%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.044,2.279
scalar,1000000,clean,default,64MB,fetch_and3,btree,3,2.518,2.495–2.580,2.574,1.7%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.051,2.569
scalar,1000000,clean,default,64MB,fetch_and3,gin,3,5.082,4.955–5.312,5.289,3.5%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.060,5.170
scalar,1000000,clean,default,64MB,fetch_and3,roaring,3,2.279,2.259–2.332,2.327,1.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.050,2.329
scalar,1000000,clean,default,64MB,fetch_and3,roaring_bitmap,3,2.268,2.258–2.294,2.291,0.8%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.049,2.315
scalar,1000000,clean,default,64MB,fetch_broad,btree,3,19.052,16.128–19.617,19.561,10.3%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.037,19.088
scalar,1000000,clean,default,64MB,fetch_broad,gin,3,20.575,20.352–21.126,21.071,1.9%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.043,20.615
scalar,1000000,clean,default,64MB,fetch_broad,roaring,3,17.686,17.425–17.984,17.954,1.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.040,17.728
scalar,1000000,clean,default,64MB,fetch_broad,roaring_bitmap,3,17.943,17.268–18.869,18.776,4.5%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.035,17.978
scalar,1000000,clean,default,64MB,fetch_c1m,btree,3,0.023,0.022–0.026,0.026,8.8%,—,Index Scan,0.038,0.061
scalar,1000000,clean,default,64MB,fetch_c1m,gin,3,0.030,0.027–0.033,0.033,10.0%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.041,0.071
scalar,1000000,clean,default,64MB,fetch_c1m,roaring,3,0.027,0.027–0.029,0.029,4.2%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.040,0.067
scalar,1000000,clean,default,64MB,fetch_c1m,roaring_bitmap,3,0.026,0.025–0.028,0.028,5.8%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.036,0.062
scalar,1000000,clean,default,64MB,fetch_in_and,btree,3,6.893,6.588–8.347,8.202,12.9%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.050,6.946
scalar,1000000,clean,default,64MB,fetch_in_and,gin,3,14.098,13.974–15.055,14.959,4.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.052,14.150
scalar,1000000,clean,default,64MB,fetch_in_and,roaring,3,5.928,5.924–5.971,5.967,0.4%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.052,5.979
scalar,1000000,clean,default,64MB,fetch_in_and,roaring_bitmap,3,5.994,5.915–6.447,6.402,4.7%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.053,6.045
scalar,1000000,clean,default,64MB,fetch_medium,btree,3,2.945,2.785–2.957,2.956,3.3%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.037,2.982
scalar,1000000,clean,default,64MB,fetch_medium,gin,3,3.280,3.245–4.262,4.164,16.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.039,3.318
scalar,1000000,clean,default,64MB,fetch_medium,roaring,3,3.053,3.004–3.173,3.161,2.8%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.038,3.091
scalar,1000000,clean,default,64MB,fetch_medium,roaring_bitmap,3,2.987,2.720–3.149,3.133,7.3%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.039,3.026
scalar,1000000,clean,default,64MB,fetch_rare,btree,3,0.054,0.053–0.056,0.056,2.8%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.039,0.092
scalar,1000000,clean,default,64MB,fetch_rare,gin,3,0.057,0.053–0.057,0.057,4.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.040,0.097
scalar,1000000,clean,default,64MB,fetch_rare,roaring,3,0.054,0.050–0.055,0.055,5.0%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.038,0.092
scalar,1000000,clean,default,64MB,fetch_rare,roaring_bitmap,3,0.058,0.051–0.061,0.061,9.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.041,0.099
scalar,1000000,clean,default,64MB,group_c2,btree,3,75.075,74.929–75.310,75.287,0.3%,—,Index Only Scan,0.036,75.109
scalar,1000000,clean,default,64MB,group_c2,gin,3,118.197,117.007–119.456,119.330,1.0%,—,Seq Scan (fallback),0.031,118.226
scalar,1000000,clean,default,64MB,group_c2,roaring,3,0.715,0.708–0.731,0.729,1.6%,—,LionCount,0.034,0.751
scalar,1000000,clean,default,64MB,group_c2,roaring_bitmap,3,121.674,118.805–124.695,124.393,2.4%,—,Seq Scan (fallback),0.044,121.757
scalar,1000000,clean,default,64MB,group_c200,btree,3,78.014,77.405–78.384,78.347,0.6%,—,Index Only Scan,0.036,78.049
scalar,1000000,clean,default,64MB,group_c200,gin,3,144.757,141.201–147.007,146.782,2.0%,—,Seq Scan (fallback),0.030,144.787
scalar,1000000,clean,default,64MB,group_c200,roaring,3,3.877,3.743–3.909,3.906,2.3%,—,LionCount,0.033,3.914
scalar,1000000,clean,default,64MB,group_c200,roaring_bitmap,3,146.516,144.367–148.710,148.491,1.5%,—,Seq Scan (fallback),0.033,146.549
scalar,1000000,clean,default,64MB,group_filtered,btree,3,3.117,3.027–3.865,3.790,13.8%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.045,3.161
scalar,1000000,clean,default,64MB,group_filtered,gin,3,3.475,3.438–3.495,3.493,0.8%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.044,3.529
scalar,1000000,clean,default,64MB,group_filtered,roaring,3,2.784,2.764–2.872,2.863,2.0%,—,LionCount,0.048,2.831
scalar,1000000,clean,default,64MB,group_filtered,roaring_bitmap,3,3.801,3.475–4.025,4.003,7.3%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.063,3.843
scalar,1000000,clean,default,64MB,in_and,btree,3,6.344,6.265–6.683,6.649,3.5%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.045,6.389
scalar,1000000,clean,default,64MB,in_and,gin,3,13.964,13.684–15.197,15.074,5.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.047,14.011
scalar,1000000,clean,default,64MB,in_and,roaring,3,1.937,1.918–1.948,1.947,0.8%,—,LionCount,0.055,1.992
scalar,1000000,clean,default,64MB,in_and,roaring_bitmap,3,6.051,5.827–6.661,6.600,7.0%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.051,6.102
scalar,1000000,clean,default,64MB,in_c20k_10,btree,3,0.050,0.050–0.051,0.051,1.1%,—,Index Only Scan,0.042,0.092
scalar,1000000,clean,default,64MB,in_c20k_10,gin,3,0.387,0.385–0.407,0.405,3.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.045,0.436
scalar,1000000,clean,default,64MB,in_c20k_10,roaring,3,0.030,0.029–0.031,0.031,3.3%,—,LionCount,0.052,0.081
scalar,1000000,clean,default,64MB,in_c20k_10,roaring_bitmap,3,0.379,0.334–0.532,0.517,25.0%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.045,0.424
scalar,1000000,clean,default,64MB,in_c20k_1000,btree,3,3.217,3.175–3.371,3.356,3.2%,—,Index Only Scan,0.473,3.682
scalar,1000000,clean,default,64MB,in_c20k_1000,gin,3,20.275,18.879–20.354,20.346,4.2%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.698,20.973
scalar,1000000,clean,default,64MB,in_c20k_1000,roaring,3,1.681,1.660–1.709,1.706,1.5%,—,LionCount,0.898,2.579
scalar,1000000,clean,default,64MB,in_c20k_1000,roaring_bitmap,3,16.647,16.511–22.845,22.225,19.4%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.474,17.121
scalar,1000000,clean,default,64MB,is_null,btree,3,6.307,6.171–6.443,6.429,2.2%,—,Index Only Scan,0.030,6.339
scalar,1000000,clean,default,64MB,is_null,gin,3,56.677,55.966–61.858,61.340,5.5%,—,Seq Scan (fallback),0.027,56.702
scalar,1000000,clean,default,64MB,is_null,roaring,3,0.112,0.103–0.124,0.123,9.3%,—,LionCount,0.036,0.160
scalar,1000000,clean,default,64MB,is_null,roaring_bitmap,3,21.497,21.405–23.125,22.962,4.4%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.029,21.526
scalar,1000000,clean,default,64MB,or_columns,btree,3,16.631,15.923–17.292,17.226,4.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.040,16.669
scalar,1000000,clean,default,64MB,or_columns,gin,3,18.859,18.642–20.327,20.180,4.8%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.045,18.898
scalar,1000000,clean,default,64MB,or_columns,roaring,3,0.260,0.244–0.267,0.266,4.6%,—,LionCount,0.051,0.311
scalar,1000000,clean,default,64MB,or_columns,roaring_bitmap,3,16.665,15.169–16.820,16.805,5.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.038,16.703
scalar,1000000,clean,default,64MB,ordered_limit,btree,3,0.019,0.019–0.019,0.019,0.0%,—,Index Only Scan,0.049,0.068
scalar,1000000,clean,default,64MB,ordered_limit,gin,3,86.329,85.999–87.879,87.724,1.2%,—,Seq Scan (fallback),0.049,86.390
scalar,1000000,clean,default,64MB,ordered_limit,roaring,3,89.121,88.151–90.412,90.283,1.3%,—,Seq Scan (fallback),0.037,89.160
scalar,1000000,clean,default,64MB,ordered_limit,roaring_bitmap,3,88.466,88.327–89.453,89.354,0.7%,—,Seq Scan (fallback),0.038,88.503
scalar,1000000,clean,default,64MB,range_random,btree,3,0.343,0.324–0.396,0.391,10.5%,—,Index Only Scan,0.051,0.392
scalar,1000000,clean,default,64MB,range_random,gin,3,38.450,38.259–39.040,38.981,1.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.046,38.496
scalar,1000000,clean,default,64MB,range_random,roaring,3,0.200,0.198–0.205,0.204,1.8%,—,LionCount,0.044,0.244
scalar,1000000,clean,default,64MB,range_random,roaring_bitmap,3,2.726,2.633–2.995,2.968,6.8%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.041,2.766
scalar,1000000,dirty_scattered,default,64MB,and2,btree,3,3.473,2.944–4.190,4.118,17.7%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.054,3.527
scalar,1000000,dirty_scattered,default,64MB,and2,gin,3,31.992,31.888–32.213,32.191,0.5%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.050,32.042
scalar,1000000,dirty_scattered,default,64MB,and2,roaring,3,0.770,0.723–0.797,0.794,4.9%,—,LionCount,0.055,0.820
scalar,1000000,dirty_scattered,default,64MB,and2,roaring_bitmap,3,2.787,2.621–3.499,3.428,15.7%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.044,2.831
scalar,1000000,dirty_scattered,default,64MB,eq_c200_17,btree,3,0.993,0.977–0.997,0.997,1.1%,—,Index Only Scan,0.037,1.030
scalar,1000000,dirty_scattered,default,64MB,eq_c200_17,gin,3,3.418,3.378–3.655,3.631,4.3%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.052,3.475
scalar,1000000,dirty_scattered,default,64MB,eq_c200_17,roaring,3,0.621,0.612–0.916,0.887,24.1%,—,LionCount,0.041,0.662
scalar,1000000,dirty_scattered,default,64MB,eq_c200_17,roaring_bitmap,3,2.852,2.517–2.856,2.856,7.1%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.037,2.889
scalar,1000000,dirty_scattered,default,64MB,eq_c2_0,btree,3,64.453,64.072–65.070,65.008,0.8%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.034,64.487
scalar,1000000,dirty_scattered,default,64MB,eq_c2_0,gin,3,108.720,108.474–110.076,109.940,0.8%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.036,108.755
scalar,1000000,dirty_scattered,default,64MB,eq_c2_0,roaring,3,13.522,13.360–13.660,13.646,1.1%,—,LionCount,0.042,13.564
scalar,1000000,dirty_scattered,default,64MB,eq_c2_0,roaring_bitmap,3,58.971,58.211–59.658,59.589,1.2%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.038,59.009
scalar,1000000,dirty_scattered,default,64MB,group_c200,btree,3,154.675,146.312–155.028,154.993,3.2%,—,Seq Scan (fallback),0.046,154.721
scalar,1000000,dirty_scattered,default,64MB,group_c200,gin,3,155.338,155.042–156.782,156.638,0.6%,—,Seq Scan (fallback),0.036,155.374
scalar,1000000,dirty_scattered,default,64MB,group_c200,roaring,3,52.523,51.119–55.526,55.226,4.2%,—,LionCount,0.036,52.591
scalar,1000000,dirty_scattered,default,64MB,group_c200,roaring_bitmap,3,154.271,148.582–154.624,154.589,2.2%,—,Seq Scan (fallback),0.032,154.304
scalar,1000000,dirty_scattered,prefer_index,64MB,group_c200,btree,3,236.303,233.713–249.080,247.802,3.4%,—,Index Only Scan,0.063,236.361
scalar,1000000,dirty_scattered,prefer_index,64MB,group_c200,gin,3,155.626,154.369–155.767,155.753,0.5%,—,Seq Scan (fallback),0.047,155.672
scalar,1000000,dirty_scattered,prefer_index,64MB,group_c200,roaring,3,52.778,51.485–53.779,53.679,2.2%,—,LionCount,0.044,52.820
scalar,1000000,dirty_scattered,prefer_index,64MB,group_c200,roaring_bitmap,3,149.307,147.941–150.412,150.302,0.8%,—,Seq Scan (fallback),0.050,149.345
scalar,1000000,low_work_mem,prefer_index,64kB,eq_c2_0,btree,3,31.452,31.407–34.000,33.745,4.6%,—,Index Only Scan,0.033,31.485
scalar,1000000,low_work_mem,prefer_index,64kB,eq_c2_0,gin,3,145.555,145.107–149.286,148.913,1.6%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.037,145.591
scalar,1000000,low_work_mem,prefer_index,64kB,eq_c2_0,roaring,3,0.363,0.354–0.365,0.365,1.6%,—,LionCount,0.040,0.403
scalar,1000000,low_work_mem,prefer_index,64kB,eq_c2_0,roaring_bitmap,3,95.274,94.475–96.261,96.162,0.9%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.042,95.340
scalar,1000000,low_work_mem,prefer_index,64kB,fetch_and3,btree,3,15.729,15.494–15.802,15.795,1.0%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.051,15.780
scalar,1000000,low_work_mem,prefer_index,64kB,fetch_and3,gin,3,18.199,18.099–18.357,18.341,0.7%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.062,18.256
scalar,1000000,low_work_mem,prefer_index,64kB,fetch_and3,roaring,3,14.489,14.431–14.844,14.808,1.5%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.051,14.538
scalar,1000000,low_work_mem,prefer_index,64kB,fetch_and3,roaring_bitmap,3,15.924,15.693–16.777,16.692,3.5%,—,"Bitmap Heap Scan, Bitmap Index Scan",0.056,15.980
scalar,1000000,low_work_mem,prefer_index,64kB,fetch_c1m,btree,3,0.021,0.020–0.022,0.022,4.8%,—,Index Scan,0.035,0.056
